concatenated,parisian_keyword
"Pseudo Place of publication unknown Maçon (le) démasqué, ou le vrai secret des Francmaçons Vrai francmacon NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - edition not identified.  Superbook attribution uncertain - manuscript information gives only 'vrai françmacon'. Maçon (le) démasqué  ",Histoire
Pseudo Place of publication unknown [Histoire philosophique et politique des établissements et du commerce des Européens dans les deux Indes (unknown volumes)] NA NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - edition and volume details not resolved. [Histoire philosophique et politique des établissements et du commerce des Européens dans les deux Indes]  ,Histoire
Certain Other Swiss editions Histoire philosophique et politique des établissemens et du commerce des Européens dans les deux Indes Histoire philosophique NA NA French NA J. P. Heubach; Jean Abraham Nouffer Geneva Geneva; Lausanne 1781 NA NA NA 10 NA 12 NA NA Attribution - manuscript information. [Histoire philosophique et politique des établissements et du commerce des Européens dans les deux Indes]  ,Histoire
Pseudo Place of publication unknown [Carte de la Suisse] Carte de la suisse NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - not identified. [Carte de la Suisse]  ,Histoire
Pseudo Place of publication unknown [Introduction à Gustave Adolphe] Introduction à Gust. Adolphe; Introduction au Gustave NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - work not identified. [Introduction à Gustave Adolphe]  ,Histoire
"Pseudo Place of publication unknown Esprit (l') de la Ligue: ou Histoire politique des troubles de France, pendant les XVIe & XVIIe siecles Esprit; Esprit de la ligue NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - edition not identified, several produced. Esprit (l') de la Ligue  ",Histoire
"Pseudo Place of publication unknown Supplément à l'espion anglois, ou Lettres intéressantes sur la retraite de M. Necker, sur le sort de la France et de l'Angleterre, et sur la détention de M. Linguet à la Bastille, adressées à Mylord All' Eye, par l'auteur de l'Espion anglois Supplément à l'espion; Supplément à l'espion anglais NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - edition(s) not identified, extant editions located (London [Lausanne], 1781) and (London [Lausanne], 1782). STN probably traded in both editions. Supplément à l'espion anglois  ",Histoire
Pseudo Place of publication unknown [Atlas] Atlas NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - not identified. [Atlas]  ,Histoire
"Certain Livres en Société: STN joint editions Espion anglois (l'), ou correspondance secrète entre milord All'eye et milord Alle'ar Espion; Espion anglois NA NA French NA Société Typographique de Neuchâtel n.pl. Neuchâtel NA 1782 NA NA 1 NA NA NA NA Attribution - STN edition identified but not located by Schmidt.   N.B. Volume information unclear. The publication history of Swiss editions of this work was complex and is yet to be fully resolved. Espion anglois (l')  ",Histoire
"Certain Commissioned STN edition Pièces importantes à la dernière revolution de Genève Mémoire apologetique des Genevois; Pièces de Geneve; Pieces importantes relatives a la derniere rev de Geneve NA NA French J.-L. Pellet Société Typographique de Neuchâtel Geneva Neuchâtel 1782 1782 27 27 1 NA NA NA NA Attribution - this work is usually called 'Mémoire apologetique des Genevois' in STN sources, probably a case of deliberate encryption. However, the correct title appears in some STN sources. John Jeanprêtre 'Histoire de la Société typographique de Neuchâtel', p. 13 [p.117 in the original printing of the article in the Musée Neuchâtelois, 1949] indicates that a receipt in the STN accounts for the 5,000 copies sent to Chauvet makes clear that the two works are one and the same. The putative publisher Pellet traditionally allowed his name to be used as a cover for semi-clandestine works including the 'Encyclopédie' - see 'Cinq siècles de l'imprimerie Genevoise' p. 73. It appears likely that sales of this work in July-September 1782 may relate to an earlier STN printing or separate edition. This work is missing from Schmidt's 'Liste des impressions'. We thank Robert Darnton for indicating the true identity of the 'Mémoire apologétique des Genevois' and supplying the Jeanprêtre reference. Pièces importantes à la dernière revolution de Genève  ",Histoire
"Certain French editions Mémoires sur l'ancienne chevalerie considérée comme un établissement politique et militaire, par M. de La Curne de Sainte-Palaye... Nouvelle édition Ancienne Chevalerie NA NA French Vve Duchesne NA Paris Paris 1781 NA NA NA 3 NA 12 NA NA Attribution - sourced from Paris in 1782 with other Veuve Duchesne editions, previous edition was only in two volumes. Mémoires sur l'ancienne chevalerie  ",Histoire
"Pseudo Place of publication unknown [Carte de Traites] Cartes de traites NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - not identified, sent to Poinçot to be joined to the copies of the 'oeuvres de Necker' that the STN had sold to him. [Carte de Traites]  ",Histoire
"Pseudo Place of publication unknown [Cartes des Gabelles] Cartes de Gabelles NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - not identified, sent to Poinçot to be joined to the copies of the 'oeuvres de Necker' that the STN had sold to him. [Cartes des Gabelles]  ",Histoire
"Certain French editions Désoeuvré (le) mis en oeuvre, ou le Revers de la médaille, pour servir d'opposition à l'Espion du boulevard du Temple Désoeuvré mis en oeuvre ou les revers de Médaille NA NA French chez les Marchands de Nouveautés NA Paris Paris 1782 NA 70 70 1 NA 8 NA NA Attribution - only extant edition located, sourced from Paris in 1782. Désoeuvré (le) mis en oeuvre  ",Histoire
"Certain Place of publication unknown Correspondance du Grand Turc (Habdul-Hamid) avec N.S.P. le Pape (Pie VI) 246; Correspondance du grand Turc avec la St. Pere NA NA French Congrégation de l'index ? Rome ? 1782 NA 27 27 1 NA 8 NA NA Attribution - only extant edition located, Fauche-Borel Catalogue (1787) information. Correspondance du Grand Turc (Habdul-Hamid) avec N.S.P. le Pape (Pie VI)  ",Histoire
"Pseudo Livres en Société: STN joint editions Dernier voyage du capitaine Cook autour du monde: où se trouvent les circonstances de sa mort, publié en allemand par Henri Zimmermann, témoin oculaire: & traduit avec un abrégé de la vie de ce navigateur célèbre & des notes dern voyage de Cook NA NA French Société Typographique de Berne NA Berne Berne NA NA NA NA 1 NA 8 NA NA Attribution - the Société Typographique de Berne produced editions of this work in 1782 and 1783, both of which the STN probably sold. It has not always been possible from STN manuscripts to isolate which transactions relate to which editions. Corsini lists as Confederation edition but sales data suggests that if so, STN's role is minor. Pagination and other bibliographic information suggests 1783 Berne edition is 1782 edition reissued with new title page. Dernier voyage du capitaine Cook autour du monde  ",Histoire
"Pseudo Commissioned STN edition [Réponse à M.Mallet sur Genève] Réponse à M.Mallet sur le Genève NA NA French NA Société Typographique de Neuchâtel n.pl. Neuchâtel NA 1782 NA NA 1 NA NA 1 NA Attribution - previously unknown STN edition, but work not identified. [Réponse à M.Mallet sur Genève]  ",Histoire
"Pseudo Place of publication unknown Edit de pacification de 1782 Edit de Geneve; Edit de pacification de Geneve NA NA French NA NA n.pl. ? 1782 NA NA NA 1 NA NA NA NA Attribution - edition not identified, several produced in 1782 mainly in Geneva but also Lausanne. Edit de pacification de 1782  ",Histoire
Certain Russian and Scandinavian editions In Cornelium Nepotem observationes criticae et historicae Cornelius de Schlegel NA NA Latin C. Philibert NA Havniae Copenhagen 1778 NA 136 136 1 NA 4 NA NA Attribution - only extant edition located. In Cornelium Nepotem observationes criticae et historicae  ,Histoire
Probable Place of publication unknown Souscription proposée en faveur de la liberté Amériquaine Souscription ameriquaine NA NA French NA NA n.pl. ? 1780 NA NA NA 1 NA NA NA NA Attribution - no extant editions of this pamphlet have been located. Souscription proposée en faveur de la liberté Amériquaine  ,Histoire
"Pseudo French editions Abrégé chronologique de l'histoire du Nord, ou des états de Danemarc, de Russie, de Suède, de Pologne, de Prusse, de Courlande abrégé choronologique de l'histoire du nord; abrégé choronologique du nord; Abrégé de l'histoire du nord NA NA French NA NA Paris Paris NA NA NA NA 2 NA 8 NA NA Attribution - details as given in STN Catalogue 1784. Abrégé chronologique de l'histoire du Nord  ",Histoire
"Pseudo Place of publication unknown Observations sur le mémoire justificatif de la cour de Londres Observations de Beaumarchais NA NA French NA NA n.pl. ? NA NA NA NA 1 NA 8 NA NA Attribution - edition not identified, at least two different editions published in 1780. Observations sur le mémoire justificatif de la cour de Londres  ",Histoire
"Certain Belgian editions Lettre au docteur Maty, sécretaire de la Société royale de Londres, sur les géants Patagons Lettres au docteur Maly NA NA French NA NA Bruxelles Brussels 1767 NA NA NA 1 NA 12 NA NA Attribution - only extant edition located. Lettre au docteur Maty  ",Histoire
"Pseudo Place of publication unknown Voyage de M. Niebuhr en Arabie et en d'autres pays de l'Orient Voyage de Neibuhr Reisebeschreibung nach Arabien und andern umliegenden Ländern German French NA NA n.pl. ? NA NA NA NA 1 NA 4 NA NA Attribution - edition not identified, manuscript information gives in-4°. Voyage de M. Niebuhr en Arabie et en d'autres pays de l'Orient  ",Histoire
"Certain Other Swiss editions Paul-Jones, ou prophéties sur l'Amérique, l'Angleterre, la France, l'Espagne, la Holland, &c. Paul Jones NA NA French NA NA n.pl. Basle 1781 NA 120 120 1 NA 8 NA NA Attribution - only extant edition available at time STN held work. Paul-Jones  ",Histoire
"Certain International editions (non-Swiss) Essais historiques et politiques sur les Anglo-américains Essai sur les anglo americains NA NA French l'auteur NA Bruxelles; Paris Brussels; Paris 1781-1782 NA NA NA 4 NA 8 NA NA Attribution - only extant edition located, STN manuscript refers to an edition comprising 4 volumes, although more commonly bound in 4 parts in 2 volumes. Essais historiques et politiques sur les Anglo-américains  ",Histoire
"Certain French editions Anecdotes de la cour de Philippe-Auguste - Suite des Anecdotes de la cour de Philippe-Auguste, par Mlle de Lussan 64; Anecdotes de la cour d'auguste NA NA French P. Machirel et J. Racine NA Rouen Rouen 1782 NA NA NA 2 NA 12 NA NA Attribution - only match for manuscript information, most recent edition, Fauche-Borel Catalogue (1787). Anecdotes de la cour de Philippe-Auguste  ",Histoire
"Probable French editions L'Amériquain aux Anglois, ou Observations d'un membre des États Unis de l'Amérique, à divers ministres d'Angleterre 39; Américains aux anglois NA NA French NA NA Philadelphia Paris? 1781 NA [2]-108  110 1 NA 8 NA NA Attribution - only extant edition published under this title. Fauche-Borel Catalogue (1787) states this edition, but STN catalogue 1784 lists 1782 edition. Lettres d'un membre du Congrès amériquain  ",Histoire
"Certain Other Swiss editions Journal d'un voyage de Genève à Londres, en passant par la Suisse, entremêlé d'avantures tragiques 730; Journal de Genève à Londres; Voyage de Geneve; Voyages de Geneve à Londres NA NA French J.M. Mourer L. Lausanne 1783 NA 1, 184 185 1 NA 12 NA NA Attribution - sourced from Mourer in 1783, catalogue information. Journal d'un voyage de Genève à Londres  ",Histoire
"Certain Dutch editions Lettres physiques et morales sur les montagnes et sur l'histoire de la terre et de l'homme... par J. A. de Luc lettres physiques et morales de de luc; lettres physiques et morales sur l'histoire de la terre & de l'homme NA NA French de Tune, libraire NA La Haye The Hague 1779 NA NA NA 5 NA 8 NA NA Attribution - MS1007 and source transaction information. Lettres physiques et morales sur les montagnes  ",Histoire
"Probable Other Swiss editions Ezour-Védam (l'), ou Ancien commentaire du Védam: contenant l'exposition des opinions religieuses et philosophiques des Indiens   Ezourvedam NA NA French M. de Felice NA Yverdon Yverdon 1778 NA 332; 264 596 2 NA 12 NA NA Attribution - only extant edition located, although other editions may have been published around this time. Ezour-Védam (l')  ",Histoire
"Certain German editions Considérations sur la paix de 1783, envoyées par l'abbé Raynal au prince Frédéric Henri de Prusse 1517; Considerations sur la paix; Réflexions sur la paix NA NA French H. La Garde NA Berlin Berlin 1783 NA NA NA 1 NA 8 NA NA Attribution - only extant edition located. Later, Fauche-Borel Supplement also gives this edition, but no sales located in STN accounts from 1788. Considérations sur la paix de 1783  ",Histoire
