full_book_title,stated_publication_places,number_of_volumes,parisian_keyword
"Recueil d'antiquités trouvées à Avenches, à Culm et en d'autres lieux de la Suisse",Berne,1,Histoire
Art (l') du tailleur,Paris,1,Science et Arts
[Springler sur les métiers],n.pl.,3,Science et Arts
"Traité des arbres fruitiers, extrait des meilleurs auteurs par la Société œconomique de Berne; traduit de l'allemand & considérablement augmenté par un membre de ladite Société",Yverdon,1,Science et Arts
Loix somptuaires de la République de Berne,Berne,1,Jurisprudence
Naufrage et avantures de Pierre Viaud,n.pl.,1,Histoire
Kurzgefasste Schweitzer-Geographie: samt den Merkwürdigkeiten in den Alpen u. hohen Bergen ,Zurich,1,Histoire
Dieu. Réponse de M. de Voltaire au systême de la nature,n.pl.,1,Science et Arts
"Observations sur le commerce et sur les arts d'une partie de l'Europe, de l'Asie, de l'Afrique, et même des Indes Orientales",Lyon,2,Histoire
"Histoire naturelle des glacières de Suisse, traduction libre de l'allemand de M. Grouner par M. de Kéralio",Paris,1,Science et Arts
"Oeconomica: methodo scientifica pertractata ... in qua agitur de societatibus minoribus, conjugali paterna et herili",Halae Magdeburgicae,2,Science et Arts
Philosophia Civilis Sive Politica,Halae Magdeburgicae,4,Science et Arts
Philosophia moralis sive ethica,Halae Magdeburgicae,4,Science et Arts
[Collection de Palissot],n.pl.,2,Belles-Lettres
Oeuvres Complettes,n.pl.,2,Belles-Lettres
"Leçons de Morale ou lectures académiques faites dans l'université de Leipsick par Gellers, on y a joint des réflexions sur la personne et les écrits de l'auteur; le tous traduit de l'allemand",Utrecht,2,Théologie
An (l') deux mille quatre cent quarante: rêve s'il en fût jamais,London,1,Belles-Lettres
"Encyclopédie, ou Dictionnaire universel raisonné des connoissances humaines",Yverdon,58,Science et Arts
"Geschichte des Fräuleins von Sternheim, von einer Freundin derselben aus Original-Papieren und andern zuverlässigen Quellen gezogen",n.pl.,2,Belles-Lettres
"Religion (de la) Chrétienne, ouvrage traduit de l'anglais de M. Addison, par Gabriel Seigneur de Correvon... avec une préface, un discours préliminaire, des notes et des dissertations du traducteur, qui y a joint une dissertation de feu M. de Cheseaux sur l'année de la naissance de N. S. et celle de sa mort. Nouvelle édition",Geneva,3,Théologie
Grand (le) vocabulaire françois... par une société de gens de lettres,Paris,30,Belles-Lettres
"Dictionnaire philosophique de la religion, ou l'on établit tous les Points de la Religion, attaqués par les Incrédules, & où l'on répond à toutes leurs objections",n.pl.,4,Théologie
Réflexions philosophiques sur le système de la nature,London,2,Théologie
Oeuvres de Monsieur de Montesquieu,Copenhagen; Geneva,7,Science et Arts
"Motifs de pénitence et de sainteté chrétienne tirés des plus importantes vérités de la religion... ouvrage italien, traduit et augmenté d'actes des différentes vertus",Turin,1,Théologie
"Paraphrase morale des sept pseaumes de la pénitence, avec des réflexions, ouvrage italien du R. P. Marchisio... traduit en françois et augmenté de quelques élévations à Dieu... par le P. Gossard",Turin,1,Théologie
Collection complette des oeuvres de Mr. de Voltaire,Lausanne,57,Belles-Lettres
"Morale (la) évangélique, comparée à celle des différentes sectes de religion et de philosophie, P. M. R. P. D. en Th.",Besançon,2,Théologie
Avantures (les) de Telemaque fils d'Ulysse,n.pl.,1,Belles-Lettres
Erreurs (les) de Voltaire,Lyon,2,Science et Arts
Henriade (la),n.pl.,1,Belles-Lettres
Héloïse (la nouvelle),n.pl.,3,Belles-Lettres
Anne Bell: histoire anglaise ,Yverdon,1,Belles-Lettres
"Marcellus, ou Les persécutions tragédie chrétienne",Yverdon,1,Belles-Lettres
Mélanie; drame en trois actes et en vers,Yverdon,1,Belles-Lettres
"Fayel, tragédie... représentée sur le Théâtre de la Cour, par les Comédiens François ordinaires du Roi, le [ ] 1770",Yverdon,1,Belles-Lettres
"Gaston et Baïard, tragédie... suivie de notes historiques",Yverdon,1,Belles-Lettres
"Sermons nouveaux, sur divers textes de l'Ecriture Sainte, pour servir de suite aux Sermons des principales solemnités chrétiennes. Par F. J. Durand, ministre du Saint Evangile",Lausanne,2,Théologie
Siècle (le) de Louis XV,n.pl.,1,Histoire
Avis au peuple sur sa santé,n.pl.,2,Science et Arts
Oeuvres diverses du docteur Young; traduites de l'anglois par M. Le Tourneur,Yverdon,4,Belles-Lettres
[Magasin des jeunes dames],n.pl.,7,Belles-Lettres
"Recherches philosophiques sur les Américains, ou Mémoires intéressants [sic] pour servir à l'histoire de l'espece humaine par Mr. de P***",Cleves,2,Histoire
[Oeuvres de Montesquieu],n.pl.,1,Science et Arts
"Conservation (de la) des enfans, ou les moyens de les fortifier: de les préserver et guérir des maladies ... jusqu'à l'âge de puberté",Yverdon,2,Science et Arts
Philosophe (le) sans le savoir,n.pl.,1,Belles-Lettres
"Mélanges intéressans et curieux, ou abrégé d'histoire naturelle, morale, civile et politique de l'Asie, l'Afrique, l'Amérique et des terres polaires, par M.R.D.S*** ",Yverdon,12,Histoire
"Protégés (les), comédie en trois actes et en vers",Yverdon,1,Belles-Lettres
Essai sur les erreurs et les superstitions,n.pl.,1,Histoire
"Vies (les) des hommes et des femmes illustres d'Italie, depuis le rétablissement des sciences et des beaux arts",Yverdon,2,Histoire
Recueil de quelques pièces rélatives aux finances et au commerce de l'Angleterre. Traduit de l'anglois.,Berne,1,Science et Arts
Leçons de droit de la nature et des gens,Yverdon,4,Jurisprudence
"Droits (les) des hommes, et les usurpations des autres, traduit de l'italien",Amsterdam,1,Histoire
Mémoires et observations recueillies par la Société oeconomique de Berne,Berne,1,Science et Arts
"Cathécumêne (le), traduit du chinois",Amsterdam,1,Belles-Lettres
Santé (la) des gens de lettres,n.pl.,1,Science et Arts
Provinciali (le),n.pl.,1,Théologie
[Lettri di Pesseri],n.pl.,1,Undetermined
Géométrie (la) des lignes et des surfaces rectilignes et circulaires,Amsterdam,2,Science et Arts
Oeuvres de Monseigneur le chancelier d'Aguesseau,Yverdon,10,Science et Arts
Mémoires sur les manufactures de draps et autres étoffes de laine,Yverdon,1,Science et Arts
"Traité complet sur la manière de planter, d'élever et de cultiver la vigne: extrait du grand dictionnaire anglois de Miller",Yverdon,2,Science et Arts
"Sainte Bible (la), Qui Contient Le Vieux Et Le Nouveau Testament: revuë & corrigée sur le Texte Hébreu & Grec par les Pasteurs & les Professeurs de l'Eglise de Geneve; Avec les argumens et les reflexions sur les Chapitres de l'Ecriture Sainte & des Notes",Neuchâtel,1,Théologie
Discours sur l'administration de la justice criminelle,Lyon,1,Jurisprudence
Nourriture (la) de l'âme,n.pl.,1,Théologie
[Histoire philosophique et politique des établissements et du commerce des Européens dans les deux Indes],n.pl.,6,Histoire
"Socrate en délire, ou Dialogues de Diogène de Synope, traduits de l'allemand de M. Wieland",Dresden,1,Belles-Lettres
"Ventriloque (le), ou l'engastrimythe",London,1,Science et Arts
[Voyage autour du monde de Bougainville],n.pl.,1,Histoire
Dictionnaire portatif de santé,n.pl.,1,Science et Arts
Réflexions philosophiques sur le système de la nature par M. Holland,Paris,1,Théologie
Médecine vétérinaire,Lyon,3,Science et Arts
"Histoire de France, depuis l'établissement de la monarchie jusqu'à Louis XIV, par M. l'abbé Velly",Paris,15,Histoire
"Histoire de France depuis l'établissement de la monarchie jusqu'au règne de Louis XIV, par l'abbé Velly... Nouvelle édition",Paris,30,Histoire
Colloquia familiaria,n.pl.,1,Belles-Lettres
Description des montagnes et des vallées qui font partie de la principauté de Neuchâtel et Valangin,Neuchâtel,1,Histoire
[Théatre de Voltaire],n.pl.,1,Belles-Lettres
Psaumes,n.pl.,1,Théologie
"Aristide, ou le citoyen",Lausanne,2,Belles-Lettres
Devoirs (les) des communians par Ostervald,n.pl.,1,Théologie
Cantiques sacrés,n.pl.,1,Théologie
Histoire de l'empire de Russie sous Pierre le Grand,n.pl.,1,Histoire
"Abrégé élémentaire de l'histoire universelle, depuis le commencement du monde jusques à présent, destiné à l'usage de la jeunesse, composé selon le plan de Mrs. La Croze et Formey, par Mr. M.D.B ",n.pl.,2,Histoire
"Compère (le) Mathieu, ou Les bigarrures de l'esprit humain",n.pl.,3,Belles-Lettres
"Maladies (des) des gens de cour et du beau monde françois, traduit de l'allemand de M. Langhans, médecin de Berne",Lausanne,1,Science et Arts
"Sermons sur divers sujets importants, par feu Mr. Guillaume Laget, pasteur de l'Eglise de Genève",Geneva,1,Théologie
"Histoire de la conversion du comte Struensée... publiées par B. Münter; et traduites de l'Allemand. Avec la relation de la manière dont il est parvenu à changer ses idées, en matière de religion, telle qu'il l'a donnée lui-même par écrit",Lausanne,1,Théologie
Sainte écriture (la) de l'ancien Testament/ Nouveau Testament (le) mis en catéchisme,n.pl.,1,Théologie
Principes généraux et raisonnés de la grammaire françoise,n.pl.,1,Belles-Lettres
"Mentor (le) moderne, ou instructions pour les garçons et pour ceux qui les élèvent, par Madame Le Prince de Beaumont",Lausanne,2,Histoire
Sonnets chrétiens sur divers sujets,n.pl.,1,Belles-Lettres
Consolations (les) de l'âme fidèle contre les frayeurs de la mort... par Charles Drelincourt,n.pl.,2,Science et Arts
Arrétin (l') moderne,n.pl.,2,Belles-Lettres
Fille (la) naturelle,n.pl.,1,Belles-Lettres
"Partage (le) de la Pologne, en sept dialogues en forme de drame",n.pl.,1,Histoire
Epreuves (les) du sentiment,Neuchâtel,4,Belles-Lettres
Roland furieux. Poème héroïque de l'Arioste,n.pl.,3,Belles-Lettres
Lettre d'un patriote sur la tolérance civile des protestans de France: et sur les avantages qui en résulteraient pour le royaume,n.pl.,1,Histoire
"Memorie anedote spettanti alla vita ed agli studj del sommo filosofo... F. Paolo Servita, raccolte ed ordinate da Francesco Griselini",n.pl.,1,Histoire
Abrégé des principes de la grammaire françoise,n.pl.,1,Belles-Lettres
[Discours sur le commerce],n.pl.,1,Science et Arts
"Eloge (l') de la folie, composé en forme de déclamation par Erasme",n.pl.,1,Belles-Lettres
"Laurette, ou Le vrai philosophe: comedie-ballet en vers, & en cinq actes",Neuchâtel,1,Belles-Lettres
Lettres du baron d'Olban,Amsterdam,1,Belles-Lettres
"Dissertation sur les vins. Ouvrage dans lequel on donne la meilleure maniere de les préparer, celle de les conserver, les moyens de les améliorer... Par M.***",Paris,1,Science et Arts
"Examen chimique des pommes de terre, dans lequel on traite des parties constituantes du blé, par M. Parmentier",Paris,1,Science et Arts
Indigent (l'); drame en quatre actes,n.pl.,1,Belles-Lettres
Ami (l') des jeunes gens,n.pl.,2,Science et Arts
[Histoire naturelle des voyages],n.pl.,1,Science et Arts
"Albert (l') moderne, ou nouveaux secrets éprouvés et licites, recueillis d'après les découvertes les plus récentes",n.pl.,1,Science et Arts
Art (l') de connoître les hommes,n.pl.,1,Science et Arts
Art (l') de plaire dans la conversation,n.pl.,1,Belles-Lettres
Réflexions sur le ridicule et sur les moyens de l'éviter,n.pl.,1,Science et Arts
"Discours de la nature, et des effets du luxe. Par le P. G. B.",Turin,1,Science et Arts
Epistolae medico-practicae,n.pl.,1,Science et Arts
Histoire d'Angleterre,n.pl.,4,Histoire
Consolations raisonnables et religieuses,Yverdon,1,Théologie
Nuits (les) d'Young,n.pl.,1,Belles-Lettres
Almanach de Lausanne,n.pl.,1,Histoire
"Loix et Constitutions de S. M. le roi de Sardaigne, publiées en 1770",n.pl.,1,Jurisprudence
"Sermons sur les matiéres les plus importantes de la religion, contenues dans le chapitre VIII de l'épitre aux Romains",Lausanne,1,Théologie
Sainte Bible (la),n.pl.,1,Théologie
"Voyage aux Indes orientales, par Jean-Henri Grose; traduit de l'anglois par M. Hernandez, l'un des auteurs du Journal étranger",Lille; London; Paris,1,Histoire
"Chaîne (la) d'or pour enlever les âmes de la terre au ciel, ou Considérations importantes sur les quatre fins de l'homme ..",n.pl.,1,Théologie
"Abrégé de l'histoire de Geneve, et de son gouvernement ancien et moderne",London,1,Histoire
"An deux mille quatre cent quarante (l'), rêve s'il en fût jamais",London,1,Belles-Lettres
"Histoire critique de Jésus-Christ, ou Analyse raisonnée des Evangiles",n.pl.,1,Théologie
"Nouvelle (la) Clémentine, ou Lettres de Henriette de Berville, par M. Léonard ",La Haye; Paris,1,Belles-Lettres
Sainte Bible (la),n.pl.,1,Théologie
"Droit (le) de la nature et des gens, ou Système général des principes les plus importans de la morale, de la jurisprudence et de la politique",Basle,2,Jurisprudence
Mémoire sur une découverte dans l'art de bâtir faite par le Sr Loriot... dans lequel l'on rend publique... la méthode de composer un ciment ou mortier propre à une infinité d'ouvrages,Paris,1,Science et Arts
"Nécrologe (le) des hommes célèbres de France, par une société de gens de lettres",Paris,1,Histoire
Leçons de clavecin et principes d'harmonie,Paris,1,Science et Arts
Neue Idyllen,n.pl.,1,Belles-Lettres
Dictionnaire portatif de la langue françoise,n.pl.,1,Belles-Lettres
"Théâtre (du), ou Nouvel essai sur l'art dramatique ",Amsterdam,1,Belles-Lettres
[Parlemang],n.pl.,1,Belles-Lettres
Elémens d'histoire générale,n.pl.,1,Histoire
[Palattes allemandes],n.pl.,1,Undetermined
"Théorie nouvelle sur les maladies cancéreuses, nerveuses et autres affections du même genre, avec des observations pratiques sur les effets de leur remède approprié",Paris,2,Science et Arts
"Dissertation sur la fièvre miliaire, ouvrage qui a obtenu l'accessit du Prix de l'Académie des Sciences ... de le 25 Août 1770",Tournai,1,Science et Arts
"Recueil d'observations de médecine des hôpitaux militaires, fait et rédigé par M. Richard de Hautesierck",Paris,2,Science et Arts
"Recherches sur le pouls, par rapport aux crises",n.pl.,1,Science et Arts
"Principes de médecine de M. Home, traduits du latin en français, par M. Gastellier... auxquels on a joint un extrait d'un autre ouvrage du même auteur, intitulé ""Expériences et observations de médecine"", traduit de l'anglais ",Paris,1,Science et Arts
"Histoire moderne des Chinois, des Japonnois, des Indiens, des Persans, des Turcs, des Russiens, etc. pour servir de suite à l'Histoire ancienne de Rollin",Paris,30,Histoire
Traité de la culture des pêchers,n.pl.,1,Science et Arts
"Richardet, poème",n.pl.,2,Belles-Lettres
Histoire de l'ordre du Saint-Esprit,n.pl.,1,Histoire
Mémoires de la minorité de Louis XIV. Corrigés & augmentés,n.pl.,2,Histoire
"Mémoires de François de Paule, marquis de Monglat",Amsterdam,4,Histoire
"Recueil des lettres de Madame la Marquise de Sevigné, à Madame la Comtesse de Grignan, sa fille",Maestricht,10,Belles-Lettres
[Collection d'anecdotes historiques],n.pl.,15,Histoire
"Réponses critiques à plusieurs difficultés proposées par les nouveaux incrédules sur divers endroits des livres saints, par M. Bullet",Paris,2,Théologie
